user_id,budget,preferred_category,product_id,category,price,demand_score,target_qty
2,613.0746325435862,bakery,10,vegetables,30.0,0.62,1.8930132350012736
2,613.0746325435862,bakery,11,vegetables,70.0,0.58,1.287453848270696
2,613.0746325435862,bakery,12,dairy,62.0,0.99,2.240056688138915
2,613.0746325435862,bakery,13,dairy,130.0,0.71,0.6695333777207432
2,613.0746325435862,bakery,14,dairy,105.0,0.66,1.0347033408661304
2,613.0746325435862,bakery,15,dairy,55.0,0.81,1.8552097522778694
2,613.0746325435862,bakery,16,dairy,95.0,0.84,1.3949486247021097
2,613.0746325435862,bakery,17,bakery,45.0,0.88,3.038225766674792
2,613.0746325435862,bakery,18,bakery,40.0,0.63,2.223768076622066
2,613.0746325435862,bakery,19,snacks,30.0,0.9,2.2730146893917067
2,613.0746325435862,bakery,20,snacks,25.0,0.89,2.292860373045898
2,613.0746325435862,bakery,21,snacks,55.0,0.78,1.6487892303767782
2,613.0746325435862,bakery,22,snacks,35.0,0.91,2.2298110617204427
2,613.0746325435862,bakery,23,grains,80.0,0.67,1.5812294454618803
2,613.0746325435862,bakery,24,grains,68.0,0.96,1.7228595115377996
2,613.0746325435862,bakery,25,grains,52.0,0.94,2.3163635950004386
2,613.0746325435862,bakery,26,staples,45.0,0.83,1.644111007234836
2,613.0746325435862,bakery,27,staples,22.0,0.57,1.8206676503934427
2,613.0746325435862,bakery,28,beverages,140.0,0.76,0.6011480313134145
2,613.0746325435862,bakery,29,beverages,180.0,0.64,0.0
2,613.0746325435862,bakery,30,beverages,95.0,0.73,1.3008122045447412
3,529.9376225782653,snacks,1,fruits,120.0,0.85,1.0350860665421813
3,529.9376225782653,snacks,2,fruits,60.0,0.92,1.7632444211916523
3,529.9376225782653,snacks,3,fruits,90.0,0.75,0.8156803815312645
3,529.9376225782653,snacks,4,fruits,150.0,0.88,0.2280081855848418
3,529.9376225782653,snacks,5,fruits,110.0,0.72,0.563051869745253
3,529.9376225782653,snacks,6,vegetables,40.0,0.98,2.296706736357436
3,529.9376225782653,snacks,7,vegetables,50.0,0.95,2.0276650346011316
3,529.9376225782653,snacks,8,vegetables,35.0,0.93,2.3242381505605163
3,529.9376225782653,snacks,9,vegetables,55.0,0.74,1.4753357904715703
3,529.9376225782653,snacks,10,vegetables,30.0,0.62,1.7502101047024847
3,529.9376225782653,snacks,11,vegetables,70.0,0.58,1.2249612593384216
3,529.9376225782653,snacks,12,dairy,62.0,0.99,1.8282751339271552
3,529.9376225782653,snacks,13,dairy,130.0,0.71,0.5688219249282378
3,529.9376225782653,snacks,14,dairy,105.0,0.66,0.5877076656309443
3,529.9376225782653,snacks,15,dairy,55.0,0.81,1.6084595264212918
3,529.9376225782653,snacks,16,dairy,95.0,0.84,1.0953490359859752
3,529.9376225782653,snacks,17,bakery,45.0,0.88,1.6842466506360187
3,529.9376225782653,snacks,18,bakery,40.0,0.63,1.6994653184384354
3,529.9376225782653,snacks,19,snacks,30.0,0.9,2.8880628578210086
3,529.9376225782653,snacks,20,snacks,25.0,0.89,3.047080078785699
3,529.9376225782653,snacks,21,snacks,55.0,0.78,2.5430956376249076
3,529.9376225782653,snacks,22,snacks,35.0,0.91,3.0365682313921956
3,529.9376225782653,snacks,23,grains,80.0,0.67,1.2467160966396205
3,529.9376225782653,snacks,24,grains,68.0,0.96,1.7396645660735344
3,529.9376225782653,snacks,25,grains,52.0,0.94,1.8582057440158937
3,529.9376225782653,snacks,26,staples,45.0,0.83,1.8447933662661997
3,529.9376225782653,snacks,27,staples,22.0,0.57,1.3711177971948407
3,529.9376225782653,snacks,28,beverages,140.0,0.76,0.09496662873252854
3,529.9376225782653,snacks,29,beverages,180.0,0.64,0.0
3,529.9376225782653,snacks,30,beverages,95.0,0.73,0.7729370705932813
4,1285.7258633845088,fruits,1,fruits,120.0,0.85,2.942489705837824
4,1285.7258633845088,fruits,2,fruits,60.0,0.92,4.270515693239425
4,1285.7258633845088,fruits,3,fruits,90.0,0.75,3.197307394092976
4,1285.7258633845088,fruits,4,fruits,150.0,0.88,2.818938892789249
4,1285.7258633845088,fruits,5,fruits,110.0,0.72,2.7392895781243167
4,1285.7258633845088,fruits,6,vegetables,40.0,0.98,3.521489204995611
4,1285.7258633845088,fruits,7,vegetables,50.0,0.95,3.1666806156461615
4,1285.7258633845088,fruits,8,vegetables,35.0,0.93,3.477098191028366
4,1285.7258633845088,fruits,9,vegetables,55.0,0.74,3.1335532579671166
4,1285.7258633845088,fruits,10,vegetables,30.0,0.62,2.714674974624173
4,1285.7258633845088,fruits,11,vegetables,70.0,0.58,2.562258669306578
4,1285.7258633845088,fruits,12,dairy,62.0,0.99,3.3279873002395908
4,1285.7258633845088,fruits,13,dairy,130.0,0.71,1.716972477473195
4,1285.7258633845088,fruits,14,dairy,105.0,0.66,1.79455273976103
4,1285.7258633845088,fruits,15,dairy,55.0,0.81,3.083553959423541
4,1285.7258633845088,fruits,16,dairy,95.0,0.84,2.442197071732453
4,1285.7258633845088,fruits,17,bakery,45.0,0.88,3.377874234224525
4,1285.7258633845088,fruits,18,bakery,40.0,0.63,2.976492939741647
4,1285.7258633845088,fruits,19,snacks,30.0,0.9,3.923076823817091
4,1285.7258633845088,fruits,20,snacks,25.0,0.89,3.571027229682424
4,1285.7258633845088,fruits,21,snacks,55.0,0.78,2.7915160193496797
4,1285.7258633845088,fruits,22,snacks,35.0,0.91,3.557126107416879
4,1285.7258633845088,fruits,23,grains,80.0,0.67,2.5280847382002776
4,1285.7258633845088,fruits,24,grains,68.0,0.96,3.439706734279386
4,1285.7258633845088,fruits,25,grains,52.0,0.94,3.514409941827697
4,1285.7258633845088,fruits,26,staples,45.0,0.83,3.320197100739382
4,1285.7258633845088,fruits,27,staples,22.0,0.57,3.4436121037947935
4,1285.7258633845088,fruits,28,beverages,140.0,0.76,1.5311575957754628
4,1285.7258633845088,fruits,29,beverages,180.0,0.64,0.8879401305215453
4,1285.7258633845088,fruits,30,beverages,95.0,0.73,2.167838760617274
5,876.3264246254937,bakery,1,fruits,120.0,0.85,1.4320444863508202
5,876.3264246254937,bakery,2,fruits,60.0,0.92,2.116356094921966
5,876.3264246254937,bakery,3,fruits,90.0,0.75,1.5075060818468913
5,876.3264246254937,bakery,4,fruits,150.0,0.88,1.1809065261515934
5,876.3264246254937,bakery,5,fruits,110.0,0.72,1.5843213246493142
5,876.3264246254937,bakery,6,vegetables,40.0,0.98,3.2612142758847438
5,876.3264246254937,bakery,7,vegetables,50.0,0.95,3.271983222234163
5,876.3264246254937,bakery,8,vegetables,35.0,0.93,2.89810355503327
5,876.3264246254937,bakery,9,vegetables,55.0,0.74,1.9862350933055406
5,876.3264246254937,bakery,10,vegetables,30.0,0.62,1.8808832979516625
5,876.3264246254937,bakery,11,vegetables,70.0,0.58,1.7808300014281941
5,876.3264246254937,bakery,12,dairy,62.0,0.99,2.352086438744279
5,876.3264246254937,bakery,13,dairy,130.0,0.71,1.0115548824730196
5,876.3264246254937,bakery,14,dairy,105.0,0.66,1.233272183919393
5,876.3264246254937,bakery,15,dairy,55.0,0.81,2.291959484700946
5,876.3264246254937,bakery,16,dairy,95.0,0.84,2.048449130485832
5,876.3264246254937,bakery,17,bakery,45.0,0.88,3.4164841645505266
5,876.3264246254937,bakery,18,bakery,40.0,0.63,2.9920338155640387
5,876.3264246254937,bakery,19,snacks,30.0,0.9,2.598089654090872
5,876.3264246254937,bakery,20,snacks,25.0,0.89,2.510503231877592
5,876.3264246254937,bakery,21,snacks,55.0,0.78,2.164945739716418
5,876.3264246254937,bakery,22,snacks,35.0,0.91,2.76110131853252
5,876.3264246254937,bakery,23,grains,80.0,0.67,2.1238780607001244
5,876.3264246254937,bakery,24,grains,68.0,0.96,2.424593874436585
5,876.3264246254937,bakery,25,grains,52.0,0.94,2.8021361721376232
5,876.3264246254937,bakery,26,staples,45.0,0.83,2.387088448033937
5,876.3264246254937,bakery,27,staples,22.0,0.57,2.116245851100805
5,876.3264246254937,bakery,28,beverages,140.0,0.76,0.8356077920214288
5,876.3264246254937,bakery,29,beverages,180.0,0.64,0.1243837455146849
5,876.3264246254937,bakery,30,beverages,95.0,0.73,2.0951968208482867
6,1187.2371789155166,dairy,1,fruits,120.0,0.85,1.8575770488574133
6,1187.2371789155166,dairy,2,fruits,60.0,0.92,3.2201670908688933
6,1187.2371789155166,dairy,3,fruits,90.0,0.75,2.3909102405798497
6,1187.2371789155166,dairy,4,fruits,150.0,0.88,1.6527606905517795
6,1187.2371789155166,dairy,5,fruits,110.0,0.72,1.9662532722867636
6,1187.2371789155166,dairy,6,vegetables,40.0,0.98,3.2531677350420933
6,1187.2371789155166,dairy,7,vegetables,50.0,0.95,3.304356912362617
6,1187.2371789155166,dairy,8,vegetables,35.0,0.93,3.2821246623615874
6,1187.2371789155166,dairy,9,vegetables,55.0,0.74,2.509587760007765
6,1187.2371789155166,dairy,10,vegetables,30.0,0.62,2.6440747616862432
6,1187.2371789155166,dairy,11,vegetables,70.0,0.58,2.3351903699354257
6,1187.2371789155166,dairy,12,dairy,62.0,0.99,4.253621104446855
6,1187.2371789155166,dairy,13,dairy,130.0,0.71,2.513419183022716
6,1187.2371789155166,dairy,14,dairy,105.0,0.66,2.7171205962923857
6,1187.2371789155166,dairy,15,dairy,55.0,0.81,3.7611027787491187
6,1187.2371789155166,dairy,16,dairy,95.0,0.84,3.476541411212061
6,1187.2371789155166,dairy,17,bakery,45.0,0.88,3.205485178336608
6,1187.2371789155166,dairy,18,bakery,40.0,0.63,2.711817037253137
6,1187.2371789155166,dairy,19,snacks,30.0,0.9,3.644604544249735
6,1187.2371789155166,dairy,20,snacks,25.0,0.89,3.5485474444981144
6,1187.2371789155166,dairy,21,snacks,55.0,0.78,3.1850873462756777
6,1187.2371789155166,dairy,22,snacks,35.0,0.91,3.3885326042253787
6,1187.2371789155166,dairy,23,grains,80.0,0.67,2.040837841058049
6,1187.2371789155166,dairy,24,grains,68.0,0.96,2.6702260042025134
6,1187.2371789155166,dairy,25,grains,52.0,0.94,3.524425173127434
6,1187.2371789155166,dairy,26,staples,45.0,0.83,3.451427486608885
6,1187.2371789155166,dairy,27,staples,22.0,0.57,2.9127268011143874
6,1187.2371789155166,dairy,28,beverages,140.0,0.76,1.538919817386642
6,1187.2371789155166,dairy,29,beverages,180.0,0.64,1.180738772329844
6,1187.2371789155166,dairy,30,beverages,95.0,0.73,1.9586709779869922
7,537.9045911251185,beverages,1,fruits,120.0,0.85,0.898072956023187
7,537.9045911251185,beverages,2,fruits,60.0,0.92,1.8222423290262102
7,537.9045911251185,beverages,3,fruits,90.0,0.75,1.2234661674373681
7,537.9045911251185,beverages,4,fruits,150.0,0.88,0.8398457761906204
7,537.9045911251185,beverages,5,fruits,110.0,0.72,0.8381284462199868
7,537.9045911251185,beverages,6,vegetables,40.0,0.98,2.3818663012225114
7,537.9045911251185,beverages,7,vegetables,50.0,0.95,1.598161904474778
7,537.9045911251185,beverages,8,vegetables,35.0,0.93,2.214481718276977
7,537.9045911251185,beverages,9,vegetables,55.0,0.74,1.4366891072371712
7,537.9045911251185,beverages,10,vegetables,30.0,0.62,1.5000608934084048
7,537.9045911251185,beverages,11,vegetables,70.0,0.58,0.9470062459772777
7,537.9045911251185,beverages,12,dairy,62.0,0.99,1.8756926097474242
7,537.9045911251185,beverages,13,dairy,130.0,0.71,0.7226983260199256
7,537.9045911251185,beverages,14,dairy,105.0,0.66,0.4943933687988989
7,537.9045911251185,beverages,15,dairy,55.0,0.81,1.747938695072375
7,537.9045911251185,beverages,16,dairy,95.0,0.84,1.1256824913682155
7,537.9045911251185,beverages,17,bakery,45.0,0.88,1.9281116859419716
7,537.9045911251185,beverages,18,bakery,40.0,0.63,1.8658064882686158
7,537.9045911251185,beverages,19,snacks,30.0,0.9,2.362585162842467
7,537.9045911251185,beverages,20,snacks,25.0,0.89,2.5914273503390066
7,537.9045911251185,beverages,21,snacks,55.0,0.78,1.6562085172666248
7,537.9045911251185,beverages,22,snacks,35.0,0.91,2.038092392134048
7,537.9045911251185,beverages,23,grains,80.0,0.67,1.1039508269878928
7,537.9045911251185,beverages,24,grains,68.0,0.96,1.8675490607812715
7,537.9045911251185,beverages,25,grains,52.0,0.94,2.0430459055614194
7,537.9045911251185,beverages,26,staples,45.0,0.83,1.676634390810262
7,537.9045911251185,beverages,27,staples,22.0,0.57,1.8151075186597352
7,537.9045911251185,beverages,28,beverages,140.0,0.76,1.316409999332162
7,537.9045911251185,beverages,29,beverages,180.0,0.64,1.0560440549590653
7,537.9045911251185,beverages,30,beverages,95.0,0.73,2.25810558118357
8,1316.279027000264,staples,1,fruits,120.0,0.85,1.9662589941204687
8,1316.279027000264,staples,2,fruits,60.0,0.92,3.117260691452642
8,1316.279027000264,staples,3,fruits,90.0,0.75,2.607649335314484
8,1316.279027000264,staples,4,fruits,150.0,0.88,2.1845040311200203
8,1316.279027000264,staples,5,fruits,110.0,0.72,2.046817790221015
8,1316.279027000264,staples,6,vegetables,40.0,0.98,3.485304017709694
8,1316.279027000264,staples,7,vegetables,50.0,0.95,2.9658126479821045
8,1316.279027000264,staples,8,vegetables,35.0,0.93,3.578429732004729
8,1316.279027000264,staples,9,vegetables,55.0,0.74,2.7774850639155053
8,1316.279027000264,staples,10,vegetables,30.0,0.62,3.040739560504073
8,1316.279027000264,staples,11,vegetables,70.0,0.58,2.3363068633277395
8,1316.279027000264,staples,12,dairy,62.0,0.99,3.3174784725890465
8,1316.279027000264,staples,13,dairy,130.0,0.71,1.52351598842615
8,1316.279027000264,staples,14,dairy,105.0,0.66,1.8524662805385914
8,1316.279027000264,staples,15,dairy,55.0,0.81,3.5986505991708344
8,1316.279027000264,staples,16,dairy,95.0,0.84,2.337983266644322
8,1316.279027000264,staples,17,bakery,45.0,0.88,3.1479234072645887
8,1316.279027000264,staples,18,bakery,40.0,0.63,3.438337210755298
8,1316.279027000264,staples,19,snacks,30.0,0.9,4.272331011757498
8,1316.279027000264,staples,20,snacks,25.0,0.89,3.4284715761830338
8,1316.279027000264,staples,21,snacks,55.0,0.78,2.9982014640312427
8,1316.279027000264,staples,22,snacks,35.0,0.91,3.655358455731521
8,1316.279027000264,staples,23,grains,80.0,0.67,2.9225297162938393
8,1316.279027000264,staples,24,grains,68.0,0.96,2.986107677270397
8,1316.279027000264,staples,25,grains,52.0,0.94,3.3392551084173445
8,1316.279027000264,staples,26,staples,45.0,0.83,4.275230501258193
8,1316.279027000264,staples,27,staples,22.0,0.57,4.079864770907265
8,1316.279027000264,staples,28,beverages,140.0,0.76,1.7724618988539873
8,1316.279027000264,staples,29,beverages,180.0,0.64,1.06177518233108
8,1316.279027000264,staples,30,beverages,95.0,0.73,2.131739156683213
9,176.43502042055005,grains,1,fruits,120.0,0.85,0.06898523452418782
9,176.43502042055005,grains,2,fruits,60.0,0.92,1.253895697624302
9,176.43502042055005,grains,3,fruits,90.0,0.75,0.6639547025847337
9,176.43502042055005,grains,4,fruits,150.0,0.88,0.0
9,176.43502042055005,grains,5,fruits,110.0,0.72,0.18754363251219616
9,176.43502042055005,grains,6,vegetables,40.0,0.98,1.5438513991315022
9,176.43502042055005,grains,7,vegetables,50.0,0.95,1.3411757891444824
9,176.43502042055005,grains,8,vegetables,35.0,0.93,1.358414455284945
9,176.43502042055005,grains,9,vegetables,55.0,0.74,0.9837859602324992
9,176.43502042055005,grains,10,vegetables,30.0,0.62,1.0387541710134038
9,176.43502042055005,grains,11,vegetables,70.0,0.58,0.8926542506291022
9,176.43502042055005,grains,12,dairy,62.0,0.99,1.587295301208925
9,176.43502042055005,grains,13,dairy,130.0,0.71,0.0
9,176.43502042055005,grains,14,dairy,105.0,0.66,0.0
9,176.43502042055005,grains,15,dairy,55.0,0.81,0.7884266988280195
9,176.43502042055005,grains,16,dairy,95.0,0.84,0.7862086723439217
9,176.43502042055005,grains,17,bakery,45.0,0.88,1.349962052196742
9,176.43502042055005,grains,18,bakery,40.0,0.63,1.0427887714105257
9,176.43502042055005,grains,19,snacks,30.0,0.9,1.1523483055300492
9,176.43502042055005,grains,20,snacks,25.0,0.89,1.793193688607171
9,176.43502042055005,grains,21,snacks,55.0,0.78,1.0821296970715315
9,176.43502042055005,grains,22,snacks,35.0,0.91,1.2388624720931862
9,176.43502042055005,grains,23,grains,80.0,0.67,1.1414217650253826
9,176.43502042055005,grains,24,grains,68.0,0.96,1.9641750076228055
9,176.43502042055005,grains,25,grains,52.0,0.94,2.1076999183027447
9,176.43502042055005,grains,26,staples,45.0,0.83,1.1428795617875893
9,176.43502042055005,grains,27,staples,22.0,0.57,1.06438980368986
9,176.43502042055005,grains,28,beverages,140.0,0.76,0.0
9,176.43502042055005,grains,29,beverages,180.0,0.64,0.0
9,176.43502042055005,grains,30,beverages,95.0,0.73,0.6608854567228658
10,728.4992069918949,fruits,1,fruits,120.0,0.85,2.0388577490065747
10,728.4992069918949,fruits,2,fruits,60.0,0.92,3.024143694035798
10,728.4992069918949,fruits,3,fruits,90.0,0.75,2.168203808413952
10,728.4992069918949,fruits,4,fruits,150.0,0.88,1.244546224159348
10,728.4992069918949,fruits,5,fruits,110.0,0.72,1.99118402272174
10,728.4992069918949,fruits,6,vegetables,40.0,0.98,2.921042063420757
10,728.4992069918949,fruits,7,vegetables,50.0,0.95,2.0125755072230858
10,728.4992069918949,fruits,8,vegetables,35.0,0.93,2.7160671793182374
10,728.4992069918949,fruits,9,vegetables,55.0,0.74,1.8507494672175995
10,728.4992069918949,fruits,10,vegetables,30.0,0.62,2.05553366022229
10,728.4992069918949,fruits,11,vegetables,70.0,0.58,1.2093873439497673
10,728.4992069918949,fruits,12,dairy,62.0,0.99,2.1764446583863433
10,728.4992069918949,fruits,13,dairy,130.0,0.71,1.1080348271384068
10,728.4992069918949,fruits,14,dairy,105.0,0.66,1.2152091695419318
10,728.4992069918949,fruits,15,dairy,55.0,0.81,2.4231335694948237
10,728.4992069918949,fruits,16,dairy,95.0,0.84,1.7920556318797285
10,728.4992069918949,fruits,17,bakery,45.0,0.88,2.397624085669143
10,728.4992069918949,fruits,18,bakery,40.0,0.63,2.32969061206155
10,728.4992069918949,fruits,19,snacks,30.0,0.9,2.641603511227062
10,728.4992069918949,fruits,20,snacks,25.0,0.89,2.7801824151999885
10,728.4992069918949,fruits,21,snacks,55.0,0.78,1.9257794065270002
10,728.4992069918949,fruits,22,snacks,35.0,0.91,2.506665095793661
10,728.4992069918949,fruits,23,grains,80.0,0.67,1.3005917751785752
10,728.4992069918949,fruits,24,grains,68.0,0.96,2.3327334819155037
10,728.4992069918949,fruits,25,grains,52.0,0.94,2.0457982192193658
10,728.4992069918949,fruits,26,staples,45.0,0.83,2.3881420916365217
10,728.4992069918949,fruits,27,staples,22.0,0.57,2.054081783653501
10,728.4992069918949,fruits,28,beverages,140.0,0.76,1.0246993768674466
10,728.4992069918949,fruits,29,beverages,180.0,0.64,0.1682161938255134
10,728.4992069918949,fruits,30,beverages,95.0,0.73,1.7465671709869324
11,255.6165235294003,snacks,1,fruits,120.0,0.85,0.07316153094478273
11,255.6165235294003,snacks,2,fruits,60.0,0.92,1.1759815479950617
11,255.6165235294003,snacks,3,fruits,90.0,0.75,0.9134733686365211
11,255.6165235294003,snacks,4,fruits,150.0,0.88,0.10226055171313536
11,255.6165235294003,snacks,5,fruits,110.0,0.72,0.09623841902831809
11,255.6165235294003,snacks,6,vegetables,40.0,0.98,1.4489852926987543
11,255.6165235294003,snacks,7,vegetables,50.0,0.95,1.4882151737484195
11,255.6165235294003,snacks,8,vegetables,35.0,0.93,1.3893598804517941
11,255.6165235294003,snacks,9,vegetables,55.0,0.74,0.9063522522883944
11,255.6165235294003,snacks,10,vegetables,30.0,0.62,1.2686451970569157
11,255.6165235294003,snacks,11,vegetables,70.0,0.58,0.8261717612591154
11,255.6165235294003,snacks,12,dairy,62.0,0.99,1.5149306372050189
11,255.6165235294003,snacks,13,dairy,130.0,0.71,0.0
11,255.6165235294003,snacks,14,dairy,105.0,0.66,0.28496379370229963
11,255.6165235294003,snacks,15,dairy,55.0,0.81,1.1888504994268094
11,255.6165235294003,snacks,16,dairy,95.0,0.84,0.7550589760976347
11,255.6165235294003,snacks,17,bakery,45.0,0.88,1.7875692432789076
11,255.6165235294003,snacks,18,bakery,40.0,0.63,0.6230906924185987
11,255.6165235294003,snacks,19,snacks,30.0,0.9,2.345960359773599
11,255.6165235294003,snacks,20,snacks,25.0,0.89,2.6590025043301804
11,255.6165235294003,snacks,21,snacks,55.0,0.78,1.574052345435775
11,255.6165235294003,snacks,22,snacks,35.0,0.91,2.7477119038874145
11,255.6165235294003,snacks,23,grains,80.0,0.67,0.6660415681097871
11,255.6165235294003,snacks,24,grains,68.0,0.96,1.4322515902011907
11,255.6165235294003,snacks,25,grains,52.0,0.94,1.3103955077808473
11,255.6165235294003,snacks,26,staples,45.0,0.83,1.5260311251082082
11,255.6165235294003,snacks,27,staples,22.0,0.57,1.4620668556332306
11,255.6165235294003,snacks,28,beverages,140.0,0.76,0.0
11,255.6165235294003,snacks,29,beverages,180.0,0.64,0.0
11,255.6165235294003,snacks,30,beverages,95.0,0.73,0.5364786259576219
12,605.2400222150675,beverages,1,fruits,120.0,0.85,0.9395167614223092
12,605.2400222150675,beverages,2,fruits,60.0,0.92,2.0164183687195973
12,605.2400222150675,beverages,3,fruits,90.0,0.75,1.4430330528820932
12,605.2400222150675,beverages,4,fruits,150.0,0.88,0.37119378052657814
12,605.2400222150675,beverages,5,fruits,110.0,0.72,0.8645697318915211
12,605.2400222150675,beverages,6,vegetables,40.0,0.98,2.6399919390468027
12,605.2400222150675,beverages,7,vegetables,50.0,0.95,1.9594823082230641
12,605.2400222150675,beverages,8,vegetables,35.0,0.93,2.1181767147579578
12,605.2400222150675,beverages,9,vegetables,55.0,0.74,1.7405790807646908
12,605.2400222150675,beverages,10,vegetables,30.0,0.62,2.027836460468599
12,605.2400222150675,beverages,11,vegetables,70.0,0.58,1.2165854507851734
12,605.2400222150675,beverages,12,dairy,62.0,0.99,2.3154430484579662
12,605.2400222150675,beverages,13,dairy,130.0,0.71,0.7835663947264639
12,605.2400222150675,beverages,14,dairy,105.0,0.66,1.045272133277642
12,605.2400222150675,beverages,15,dairy,55.0,0.81,1.9369773488531288
12,605.2400222150675,beverages,16,dairy,95.0,0.84,1.8181554006379668
12,605.2400222150675,beverages,17,bakery,45.0,0.88,2.0289361470112985
12,605.2400222150675,beverages,18,bakery,40.0,0.63,1.278296814307195
12,605.2400222150675,beverages,19,snacks,30.0,0.9,2.6710076780955996
12,605.2400222150675,beverages,20,snacks,25.0,0.89,2.2703778437513265
12,605.2400222150675,beverages,21,snacks,55.0,0.78,1.7878054163172954
12,605.2400222150675,beverages,22,snacks,35.0,0.91,2.553172869231144
12,605.2400222150675,beverages,23,grains,80.0,0.67,0.8745746195288647
12,605.2400222150675,beverages,24,grains,68.0,0.96,1.6127093314584777
12,605.2400222150675,beverages,25,grains,52.0,0.94,1.7257905723956806
12,605.2400222150675,beverages,26,staples,45.0,0.83,1.814361734756235
12,605.2400222150675,beverages,27,staples,22.0,0.57,1.9657917718855669
12,605.2400222150675,beverages,28,beverages,140.0,0.76,1.455393043980638
12,605.2400222150675,beverages,29,beverages,180.0,0.64,0.6368520380141102
12,605.2400222150675,beverages,30,beverages,95.0,0.73,1.6082632241055075
13,1396.2933222969664,fruits,1,fruits,120.0,0.85,3.295834257438405
13,1396.2933222969664,fruits,2,fruits,60.0,0.92,4.30819918542943
13,1396.2933222969664,fruits,3,fruits,90.0,0.75,3.4751825027136607
13,1396.2933222969664,fruits,4,fruits,150.0,0.88,2.9929986664434387
13,1396.2933222969664,fruits,5,fruits,110.0,0.72,3.164195889966065
13,1396.2933222969664,fruits,6,vegetables,40.0,0.98,3.852383622893073
13,1396.2933222969664,fruits,7,vegetables,50.0,0.95,3.389741269829376
13,1396.2933222969664,fruits,8,vegetables,35.0,0.93,3.6812548766178295
13,1396.2933222969664,fruits,9,vegetables,55.0,0.74,3.161060128925281
13,1396.2933222969664,fruits,10,vegetables,30.0,0.62,3.444285652252583
13,1396.2933222969664,fruits,11,vegetables,70.0,0.58,2.5491463297713444
13,1396.2933222969664,fruits,12,dairy,62.0,0.99,3.5594261839218153
13,1396.2933222969664,fruits,13,dairy,130.0,0.71,1.9582848534393669
13,1396.2933222969664,fruits,14,dairy,105.0,0.66,2.2559101108485615
13,1396.2933222969664,fruits,15,dairy,55.0,0.81,3.4192635769060464
13,1396.2933222969664,fruits,16,dairy,95.0,0.84,2.2892961060288357
13,1396.2933222969664,fruits,17,bakery,45.0,0.88,3.2105454754843032
13,1396.2933222969664,fruits,18,bakery,40.0,0.63,2.8146886002233296
13,1396.2933222969664,fruits,19,snacks,30.0,0.9,3.2263738412941234
13,1396.2933222969664,fruits,20,snacks,25.0,0.89,3.6435512108266117
13,1396.2933222969664,fruits,21,snacks,55.0,0.78,3.3506448456008533
